agent_id,first_seen_joined_at,team_mode,vendor_mode,status_mode,raw_row_count,distinct_employee_codes,distinct_names
AGT0000257,2024-01-02 02:37:28,T3,VND0000012,ACTIVE,27,27,10
AGT0000149,2024-01-12 11:34:44,DIGITAL,VND0000009,INACTIVE,31,29,8
AGT0000558,2024-03-19 07:28:14,T3,VND0000014,ACTIVE,25,24,10
AGT0000479,2024-01-18 06:19:33,T1,VND0000006,ACTIVE,39,39,10
AGT0000157,2024-01-26 23:33:51,T3,VND0000013,ACTIVE,30,30,10
AGT0000093,2024-01-04 13:35:17,FIELD,VND0000003,ACTIVE,28,28,10
AGT0000433,2024-01-20 01:40:35,FIELD,VND0000011,INACTIVE,26,26,10
AGT0000607,2024-01-05 00:48:29,T1,VND0000004,SUSPENDED,30,28,9
AGT0000705,2024-01-09 10:03:10,T3,VND0000012,INACTIVE,29,29,10
AGT0000375,2024-02-24 23:27:46,FIELD,VND0000006,SUSPENDED,32,32,9
AGT0000400,2024-01-15 16:42:27,T3,VND0000005,INACTIVE,20,20,9
AGT0000578,2024-04-10 00:47:32,T2,VND0000007,SUSPENDED,19,19,8
AGT0000825,2024-02-05 15:39:03,FIELD,VND0000003,SUSPENDED,21,21,10
AGT0000900,2024-01-16 03:47:33,T3,VND0000011,SUSPENDED,28,27,10
AGT0000323,2024-03-08 15:59:13,T1,VND0000005,SUSPENDED,27,26,10
AGT0000097,2024-02-27 04:54:11,DIGITAL,VND0000002,SUSPENDED,31,31,10
AGT0000951,2024-01-04 07:17:04,DIGITAL,VND0000015,SUSPENDED,39,38,10
AGT0000693,2024-02-03 08:51:32,T1,VND0000004,INACTIVE,31,31,9
AGT0000258,2024-02-11 22:26:28,DIGITAL,VND0000002,INACTIVE,24,23,10
AGT0000094,2024-01-23 14:25:59,FIELD,VND0000006,ACTIVE,27,27,10
AGT0000587,2024-02-10 11:31:21,DIGITAL,VND0000012,SUSPENDED,33,33,9
AGT0000974,2024-02-15 13:49:15,T2,VND0000013,INACTIVE,24,24,8
AGT0000098,2024-03-03 12:22:11,T2,VND0000013,ACTIVE,37,37,9
AGT0000849,2024-02-09 22:48:20,T1,VND0000004,ACTIVE,40,40,10
AGT0000006,2024-01-06 14:37:21,DIGITAL,VND0000014,ACTIVE,37,37,10
AGT0000743,2024-02-03 06:37:14,T1,VND0000010,INACTIVE,27,27,9
AGT0000359,2024-01-18 04:25:21,T1,VND0000012,ACTIVE,25,25,10
AGT0000495,2024-01-15 06:20:23,DIGITAL,VND0000006,ACTIVE,25,25,8
AGT0000158,2024-01-29 20:04:00,T2,VND0000006,INACTIVE,40,40,10
AGT0000536,2024-01-17 00:25:57,T2,VND0000002,ACTIVE,34,34,10
AGT0000371,2024-01-17 23:42:17,FIELD,VND0000011,SUSPENDED,30,29,10
AGT0000490,2024-01-07 22:54:13,FIELD,VND0000003,INACTIVE,29,29,9
AGT0000140,2024-01-03 21:08:39,DIGITAL,VND0000004,SUSPENDED,34,33,10
AGT0000820,2024-01-08 01:48:02,FIELD,VND0000009,ACTIVE,33,33,10
AGT0000463,2024-01-07 20:39:21,T2,VND0000010,ACTIVE,33,33,9
AGT0000064,2024-03-11 00:53:41,T1,VND0000014,INACTIVE,29,29,9
AGT0000876,2024-01-16 14:02:58,DIGITAL,VND0000004,SUSPENDED,46,45,10
AGT0000269,2024-01-24 18:03:06,T1,VND0000005,INACTIVE,34,34,10
AGT0000812,2024-01-07 17:17:18,T3,VND0000004,ACTIVE,29,28,10
AGT0000775,2024-01-25 15:04:26,DIGITAL,VND0000002,SUSPENDED,21,21,9
AGT0000630,2024-01-14 04:35:38,FIELD,VND0000009,SUSPENDED,28,27,10
AGT0000099,2024-01-02 06:44:00,DIGITAL,VND0000003,INACTIVE,33,33,10
AGT0000271,2024-03-23 02:47:09,T2,VND0000008,INACTIVE,18,18,7
AGT0000452,2024-02-03 12:46:38,T1,VND0000012,ACTIVE,26,26,10
AGT0000859,2024-01-26 08:39:03,T1,VND0000008,ACTIVE,34,32,10
AGT0000409,2024-01-17 02:26:13,T2,VND0000010,INACTIVE,24,24,9
AGT0000955,2024-02-20 20:54:59,T3,VND0000004,ACTIVE,32,32,10
AGT0000808,2024-02-03 18:51:17,FIELD,VND0000010,SUSPENDED,30,30,10
AGT0000352,2024-01-19 15:19:33,DIGITAL,VND0000010,INACTIVE,29,25,10
AGT0000185,2024-01-22 19:34:21,T2,VND0000002,ACTIVE,28,27,10
AGT0000412,2024-01-03 02:49:34,T1,VND0000001,INACTIVE,33,33,9
AGT0000722,2024-01-01 03:08:44,DIGITAL,VND0000004,INACTIVE,28,28,10
AGT0000148,2024-01-07 04:45:58,T3,VND0000006,ACTIVE,19,19,10
AGT0000445,2024-01-13 09:44:10,T3,VND0000011,ACTIVE,31,31,10
AGT0000396,2024-01-31 08:21:59,DIGITAL,VND0000001,INACTIVE,31,30,9
AGT0000871,2024-01-08 16:11:07,T1,VND0000015,ACTIVE,31,31,10
AGT0000973,2024-03-13 03:47:43,T3,VND0000009,INACTIVE,18,17,10
AGT0000184,2024-01-21 13:31:20,T1,VND0000015,INACTIVE,32,32,10
AGT0000034,2024-02-21 22:36:36,T1,VND0000003,ACTIVE,37,37,9
AGT0000914,2024-01-28 06:45:19,T2,VND0000006,INACTIVE,33,32,10
AGT0000758,2024-01-19 13:02:17,FIELD,VND0000003,SUSPENDED,37,36,9
AGT0000393,2024-01-05 21:19:18,FIELD,VND0000010,ACTIVE,27,27,10
AGT0000945,2024-02-29 14:16:13,FIELD,VND0000006,ACTIVE,30,29,10
AGT0000942,2024-01-28 11:54:44,FIELD,VND0000003,INACTIVE,26,26,8
AGT0000335,2024-01-18 08:31:47,T3,VND0000002,SUSPENDED,25,24,9
AGT0000771,2024-01-10 21:44:04,T2,VND0000014,SUSPENDED,37,37,10
AGT0000586,2024-01-14 15:10:40,T2,VND0000012,ACTIVE,30,29,10
AGT0000597,2024-01-10 06:36:59,T2,VND0000011,SUSPENDED,37,37,10
AGT0000264,2024-01-09 07:02:13,T3,VND0000002,SUSPENDED,31,31,9
AGT0000081,2024-01-13 07:11:50,DIGITAL,VND0000001,ACTIVE,25,25,9
AGT0000331,2024-01-01 16:49:12,T1,VND0000004,INACTIVE,29,29,10
AGT0000364,2024-01-10 11:02:59,DIGITAL,VND0000005,ACTIVE,30,30,9
AGT0000102,2024-03-04 06:35:46,FIELD,VND0000013,INACTIVE,33,32,10
AGT0000428,2024-01-12 00:57:39,DIGITAL,VND0000014,SUSPENDED,33,32,9
AGT0000205,2024-01-05 03:13:57,T2,VND0000007,SUSPENDED,26,26,9
AGT0000118,2024-01-25 18:19:43,T1,VND0000007,INACTIVE,30,29,10
AGT0000599,2024-05-07 05:07:14,T3,VND0000004,SUSPENDED,25,25,10
AGT0000246,2024-01-11 10:57:50,T3,VND0000006,INACTIVE,31,31,9
AGT0000960,2024-02-23 16:49:54,T1,VND0000011,INACTIVE,27,27,9
AGT0000174,2024-02-18 19:45:53,FIELD,VND0000013,INACTIVE,32,31,9
AGT0000380,2024-01-27 02:15:10,T3,VND0000006,SUSPENDED,33,32,9
AGT0000896,2024-01-12 20:24:33,T2,VND0000010,SUSPENDED,31,31,10
AGT0000261,2024-01-01 21:45:56,DIGITAL,VND0000004,ACTIVE,30,30,8
AGT0000623,2024-01-20 07:03:28,T2,VND0000003,INACTIVE,38,38,10
AGT0000935,2024-01-01 18:43:59,T2,VND0000009,INACTIVE,32,31,10
AGT0000368,2024-01-17 19:42:31,FIELD,VND0000015,SUSPENDED,33,33,10
AGT0000829,2024-01-14 10:01:29,T2,VND0000001,ACTIVE,30,30,9
AGT0000474,2024-01-22 16:26:02,T2,VND0000011,INACTIVE,42,40,10
AGT0000425,2024-01-23 04:16:20,T3,VND0000007,ACTIVE,35,34,10
AGT0000719,2024-01-23 08:01:08,FIELD,VND0000007,INACTIVE,35,34,10
AGT0000652,2024-01-09 14:03:04,DIGITAL,VND0000009,ACTIVE,28,28,10
AGT0000446,2024-02-21 12:54:59,FIELD,VND0000004,SUSPENDED,34,33,7
AGT0000903,2024-01-03 17:23:53,FIELD,VND0000008,ACTIVE,28,27,10
AGT0000627,2024-01-20 20:59:05,FIELD,VND0000014,SUSPENDED,32,32,9
AGT0000350,2024-02-02 18:08:53,T3,VND0000014,SUSPENDED,24,24,9
AGT0000390,2024-01-09 02:49:42,DIGITAL,VND0000012,INACTIVE,32,31,10
AGT0000982,2024-01-28 06:22:13,FIELD,VND0000010,ACTIVE,23,23,10
AGT0000154,2024-02-02 23:15:26,T1,VND0000014,INACTIVE,33,33,10
AGT0000023,2024-01-01 00:51:44,DIGITAL,VND0000002,INACTIVE,29,29,10
AGT0000938,2024-01-01 05:57:53,DIGITAL,VND0000013,ACTIVE,32,32,10
AGT0000910,2024-01-18 22:32:32,FIELD,VND0000003,SUSPENDED,30,29,10
AGT0000447,2024-01-08 03:16:55,T3,VND0000011,SUSPENDED,26,26,8
AGT0000014,2024-01-13 15:30:57,DIGITAL,VND0000002,INACTIVE,33,31,10
AGT0000893,2024-01-01 03:25:47,T1,VND0000007,INACTIVE,38,38,10
AGT0000019,2024-01-04 09:37:22,T3,VND0000013,ACTIVE,25,25,9
AGT0000192,2024-01-11 14:58:24,DIGITAL,VND0000015,ACTIVE,18,18,8
AGT0000372,2024-02-19 15:19:41,DIGITAL,VND0000001,INACTIVE,31,31,10
AGT0000730,2024-01-05 07:38:22,T1,VND0000009,ACTIVE,37,37,10
AGT0000806,2024-01-18 05:01:53,T2,VND0000009,ACTIVE,34,33,10
AGT0000005,2024-02-08 03:01:57,T2,VND0000006,INACTIVE,29,29,10
AGT0000557,2024-01-28 14:08:56,T1,VND0000001,SUSPENDED,31,31,10
AGT0000791,2024-02-08 08:22:17,T2,VND0000005,INACTIVE,23,23,9
AGT0000850,2024-02-02 20:24:03,T3,VND0000004,ACTIVE,26,25,10
AGT0000061,2024-01-05 03:57:44,T3,VND0000003,SUSPENDED,37,37,10
AGT0000049,2024-01-31 23:17:30,T1,VND0000002,ACTIVE,31,31,10
AGT0000362,2024-03-06 15:52:22,T1,VND0000012,SUSPENDED,26,26,10
AGT0000980,2024-01-04 15:18:01,T3,VND0000015,ACTIVE,29,29,10
AGT0000797,2024-01-11 02:05:01,T1,VND0000010,INACTIVE,28,28,10
AGT0000523,2024-01-31 17:31:20,DIGITAL,VND0000012,SUSPENDED,31,31,8
AGT0000499,2024-02-12 10:18:45,FIELD,VND0000009,INACTIVE,23,23,10
AGT0000862,2024-01-01 09:25:17,T1,VND0000014,INACTIVE,30,30,8
AGT0000659,2024-01-30 11:32:39,T3,VND0000008,ACTIVE,26,26,10
AGT0000434,2024-01-10 17:31:16,T1,VND0000006,INACTIVE,31,31,9
AGT0000179,2024-02-15 11:52:17,FIELD,VND0000015,SUSPENDED,24,24,9
AGT0000785,2024-02-04 14:23:00,DIGITAL,VND0000007,INACTIVE,40,40,10
AGT0000056,2024-01-14 13:18:50,T3,VND0000008,SUSPENDED,44,44,10
AGT0000962,2024-01-03 05:36:32,T2,VND0000006,ACTIVE,31,31,9
AGT0000078,2024-01-10 05:30:28,DIGITAL,VND0000013,INACTIVE,36,35,10
AGT0000063,2024-01-17 13:46:01,FIELD,VND0000001,ACTIVE,32,32,10
AGT0000957,2024-02-08 02:10:09,T2,VND0000009,SUSPENDED,33,32,10
AGT0000895,2024-02-20 06:57:33,T2,VND0000012,INACTIVE,21,21,9
AGT0000684,2024-01-10 18:33:37,T3,VND0000009,INACTIVE,26,26,10
AGT0000821,2024-01-03 14:32:11,T3,VND0000015,INACTIVE,38,37,10
AGT0000799,2024-01-11 08:02:24,T3,VND0000015,INACTIVE,38,38,9
AGT0000059,2024-03-05 12:20:04,T1,VND0000015,ACTIVE,26,26,10
AGT0000195,2024-01-06 09:07:52,T3,VND0000014,SUSPENDED,25,25,10
AGT0000343,2024-02-03 07:41:08,T2,VND0000011,SUSPENDED,36,36,10
AGT0000046,2024-01-18 18:20:54,T1,VND0000015,ACTIVE,30,29,9
AGT0000946,2024-06-22 01:46:05,FIELD,VND0000005,SUSPENDED,25,25,9
AGT0000925,2024-01-13 03:03:29,FIELD,VND0000012,INACTIVE,20,20,9
AGT0000780,2024-01-25 17:32:02,FIELD,VND0000002,INACTIVE,32,32,10
AGT0000784,2024-01-06 20:38:34,DIGITAL,VND0000001,INACTIVE,33,33,10
AGT0000853,2024-02-09 20:12:20,DIGITAL,VND0000015,ACTIVE,24,24,10
AGT0000547,2024-01-09 20:37:11,T1,VND0000009,ACTIVE,30,30,9
AGT0000403,2024-02-05 10:47:48,FIELD,VND0000005,SUSPENDED,29,29,9
AGT0000366,2024-02-26 05:57:44,T1,VND0000008,SUSPENDED,27,25,9
AGT0000963,2024-01-09 15:06:31,FIELD,VND0000012,SUSPENDED,42,41,10
AGT0000117,2024-02-14 16:01:03,DIGITAL,VND0000001,SUSPENDED,31,30,10
AGT0000665,2024-01-21 18:50:56,T1,VND0000005,INACTIVE,34,34,10
AGT0000783,2024-01-01 04:50:46,T3,VND0000014,INACTIVE,33,32,10
AGT0000503,2024-01-03 01:04:14,T3,VND0000001,ACTIVE,24,24,10
AGT0000083,2024-01-21 21:55:25,T2,VND0000010,SUSPENDED,34,34,9
AGT0000336,2024-03-30 11:18:27,T1,VND0000007,INACTIVE,28,28,10
AGT0000491,2024-01-25 22:16:53,T2,VND0000005,ACTIVE,24,24,9
AGT0000464,2024-02-03 09:55:19,T1,VND0000004,ACTIVE,24,23,10
AGT0000344,2024-01-16 18:27:51,DIGITAL,VND0000012,SUSPENDED,37,37,10
AGT0000778,2024-01-17 05:20:26,DIGITAL,VND0000012,SUSPENDED,18,18,10
AGT0000954,2024-02-27 22:47:31,FIELD,VND0000001,ACTIVE,34,34,9
AGT0000809,2024-01-21 14:13:27,FIELD,VND0000001,SUSPENDED,28,28,9
AGT0000438,2024-02-09 09:46:22,FIELD,VND0000014,SUSPENDED,27,27,10
AGT0000042,2024-01-12 19:05:50,DIGITAL,VND0000008,SUSPENDED,22,22,8
AGT0000848,2024-01-19 16:06:28,T1,VND0000007,SUSPENDED,29,28,9
AGT0000905,2024-01-01 13:34:12,DIGITAL,VND0000008,SUSPENDED,29,28,10
AGT0000091,2024-01-01 13:55:42,DIGITAL,VND0000003,SUSPENDED,40,38,10
AGT0000181,2024-01-11 02:02:52,T1,VND0000007,SUSPENDED,32,32,9
AGT0000424,2024-03-01 04:47:25,T3,VND0000008,INACTIVE,27,27,10
AGT0000275,2024-01-09 03:58:37,T1,VND0000004,INACTIVE,31,30,9
AGT0000817,2024-04-05 02:21:33,T2,VND0000011,ACTIVE,30,29,10
AGT0000089,2024-03-24 12:10:11,T3,VND0000001,INACTIVE,28,27,10
AGT0000170,2024-02-19 21:45:30,FIELD,VND0000011,ACTIVE,22,22,9
AGT0000226,2024-03-01 15:49:57,DIGITAL,VND0000006,ACTIVE,32,31,10
AGT0000088,2024-01-05 12:18:55,FIELD,VND0000015,ACTIVE,30,30,10
AGT0000309,2024-01-01 00:19:49,T3,VND0000008,SUSPENDED,36,36,10
AGT0000769,2024-01-03 14:58:47,T1,VND0000013,INACTIVE,35,34,10
AGT0000458,2024-01-07 12:10:29,T3,VND0000012,SUSPENDED,36,35,10
AGT0000711,2024-01-27 00:00:02,FIELD,VND0000011,SUSPENDED,35,35,9
AGT0000138,2024-01-12 06:05:54,T1,VND0000006,ACTIVE,38,37,9
AGT0000307,2024-02-10 21:23:53,FIELD,VND0000001,SUSPENDED,35,34,10
AGT0000781,2024-02-09 06:55:10,T1,VND0000010,ACTIVE,30,30,10
AGT0000441,2024-02-22 00:50:05,T1,VND0000011,INACTIVE,21,21,9
AGT0000943,2024-02-05 06:28:08,T2,VND0000003,ACTIVE,26,26,9
AGT0000729,2024-01-04 05:41:26,T1,VND0000006,ACTIVE,32,32,9
AGT0000920,2024-01-05 19:47:11,T2,VND0000005,SUSPENDED,26,26,10
AGT0000828,2024-01-01 10:59:25,T3,VND0000012,ACTIVE,40,40,10
AGT0000504,2024-01-04 00:58:04,T2,VND0000009,SUSPENDED,29,29,8
AGT0000177,2024-01-04 08:34:02,DIGITAL,VND0000013,INACTIVE,35,35,10
AGT0000203,2024-02-01 11:17:35,T3,VND0000007,INACTIVE,28,28,10
AGT0000598,2024-01-12 13:26:24,FIELD,VND0000011,SUSPENDED,28,28,10
AGT0000794,2024-01-13 18:56:53,T1,VND0000007,SUSPENDED,22,22,10
AGT0000922,2024-02-03 20:22:51,T1,VND0000010,ACTIVE,14,14,6
AGT0000610,2024-02-06 00:02:58,T3,VND0000010,ACTIVE,30,29,8
AGT0000473,2024-01-07 14:10:13,FIELD,VND0000002,SUSPENDED,31,31,10
AGT0000318,2024-01-16 17:36:15,T1,VND0000010,INACTIVE,28,28,10
AGT0000873,2024-03-25 05:56:13,T1,VND0000005,ACTIVE,29,29,10
AGT0000076,2024-01-13 10:08:16,T3,VND0000013,INACTIVE,21,21,10
AGT0000855,2024-01-28 10:46:44,T2,VND0000002,INACTIVE,25,24,9
AGT0000090,2024-01-20 12:09:29,T2,VND0000009,INACTIVE,25,25,10
AGT0000455,2024-02-14 18:54:23,T3,VND0000002,SUSPENDED,28,28,10
AGT0000018,2024-01-07 04:05:24,FIELD,VND0000001,ACTIVE,32,31,8
AGT0000200,2024-01-01 00:31:20,DIGITAL,VND0000006,SUSPENDED,34,33,10
AGT0000801,2024-01-23 05:29:18,DIGITAL,VND0000009,INACTIVE,39,39,10
AGT0000085,2024-01-11 11:33:34,T1,VND0000001,SUSPENDED,32,32,9
AGT0000899,2024-01-27 11:51:47,DIGITAL,VND0000002,INACTIVE,34,33,10
AGT0000432,2024-01-19 17:58:46,T1,VND0000013,SUSPENDED,26,26,10
AGT0000304,2024-01-05 15:01:56,T2,VND0000014,INACTIVE,39,38,10
AGT0000402,2024-02-10 03:39:18,FIELD,VND0000012,ACTIVE,27,26,10
AGT0000931,2024-02-02 06:49:39,DIGITAL,VND0000012,INACTIVE,30,29,10
AGT0000037,2024-01-03 04:00:54,T1,VND0000007,INACTIVE,28,28,10
AGT0000197,2024-01-10 18:48:51,T2,VND0000013,ACTIVE,33,33,10
AGT0000844,2024-01-26 07:40:34,DIGITAL,VND0000014,SUSPENDED,34,34,10
AGT0000999,2024-02-08 23:39:31,T1,VND0000012,INACTIVE,27,27,8
AGT0000562,2024-02-22 02:40:28,FIELD,VND0000006,SUSPENDED,28,28,9
AGT0000033,2024-02-14 19:48:56,T1,VND0000005,SUSPENDED,27,27,10
AGT0000514,2024-01-01 09:34:17,FIELD,VND0000001,ACTIVE,27,27,10
AGT0000329,2024-01-03 04:55:20,FIELD,VND0000003,SUSPENDED,26,26,10
AGT0000015,2024-05-03 18:20:11,DIGITAL,VND0000010,SUSPENDED,20,20,9
AGT0000204,2024-01-05 06:35:07,T3,VND0000003,ACTIVE,23,23,8
AGT0000881,2024-01-14 18:23:42,T1,VND0000004,ACTIVE,27,27,9
AGT0000976,2024-01-24 18:50:43,T1,VND0000009,INACTIVE,33,31,10
AGT0000062,2024-01-27 23:00:35,T1,VND0000014,ACTIVE,28,26,9
AGT0000108,2024-01-04 23:47:20,T3,VND0000008,INACTIVE,40,40,10
AGT0000795,2024-01-03 14:15:18,T2,VND0000012,ACTIVE,25,24,10
AGT0000916,2024-01-18 11:01:27,T2,VND0000012,SUSPENDED,26,26,10
AGT0000235,2024-01-14 18:02:43,DIGITAL,VND0000013,ACTIVE,30,29,10
AGT0000934,2024-01-22 08:30:12,FIELD,VND0000015,SUSPENDED,35,34,9
AGT0000639,2024-02-09 21:04:18,T1,VND0000008,ACTIVE,31,31,9
AGT0000430,2024-01-11 04:37:45,T3,VND0000013,ACTIVE,25,24,9
AGT0000418,2024-01-16 16:27:43,T2,VND0000015,ACTIVE,31,31,9
AGT0000631,2024-02-01 04:26:22,T2,VND0000007,INACTIVE,36,36,10
AGT0000109,2024-02-24 03:30:14,T3,VND0000012,INACTIVE,29,28,10
AGT0000427,2024-01-16 04:37:37,T1,VND0000012,SUSPENDED,33,33,10
AGT0000906,2024-01-10 00:30:08,FIELD,VND0000006,ACTIVE,17,17,8
AGT0000133,2024-02-24 17:42:23,FIELD,VND0000006,SUSPENDED,25,25,8
AGT0000552,2024-02-26 04:02:34,FIELD,VND0000004,ACTIVE,20,20,8
AGT0000116,2024-01-14 00:55:24,FIELD,VND0000003,INACTIVE,25,25,10
AGT0000773,2024-01-01 08:21:12,DIGITAL,VND0000012,ACTIVE,34,33,10
AGT0000013,2024-01-20 10:56:34,DIGITAL,VND0000007,INACTIVE,24,24,9
AGT0000115,2024-03-04 00:38:16,FIELD,VND0000002,INACTIVE,30,30,9
AGT0000690,2024-01-26 04:37:00,T3,VND0000015,INACTIVE,37,37,10
AGT0000790,2024-01-01 00:10:05,T1,VND0000012,SUSPENDED,39,39,10
AGT0000837,2024-01-05 18:54:33,FIELD,VND0000001,SUSPENDED,40,39,10
AGT0000700,2024-01-05 18:07:16,FIELD,VND0000006,ACTIVE,29,28,10
AGT0000654,2024-01-12 01:27:23,T3,VND0000001,INACTIVE,21,21,9
AGT0000774,2024-01-23 01:31:18,T3,VND0000015,SUSPENDED,25,24,10
AGT0000595,2024-01-19 20:59:12,FIELD,VND0000008,SUSPENDED,29,29,10
AGT0000554,2024-01-01 23:53:00,T1,VND0000015,SUSPENDED,29,29,10
AGT0000569,2024-02-19 19:21:29,FIELD,VND0000005,ACTIVE,30,29,9
AGT0000576,2024-01-05 12:43:31,T2,VND0000002,ACTIVE,36,36,10
AGT0000313,2024-02-17 14:16:05,DIGITAL,VND0000001,INACTIVE,28,27,9
AGT0000603,2024-01-05 22:56:09,T1,VND0000006,SUSPENDED,35,34,10
AGT0000175,2024-03-08 07:02:13,DIGITAL,VND0000006,SUSPENDED,20,20,7
AGT0000370,2024-01-28 20:13:33,T2,VND0000010,ACTIVE,26,26,9
AGT0000767,2024-01-28 02:26:27,FIELD,VND0000013,INACTIVE,24,24,10
AGT0000609,2024-01-09 09:20:37,FIELD,VND0000005,SUSPENDED,40,39,10
AGT0000548,2024-01-01 12:12:19,FIELD,VND0000010,INACTIVE,30,30,10
AGT0000750,2024-01-09 07:40:49,FIELD,VND0000008,ACTIVE,31,31,10
AGT0000967,2024-01-05 19:15:24,DIGITAL,VND0000006,SUSPENDED,26,25,8
AGT0000354,2024-01-21 16:11:39,DIGITAL,VND0000009,SUSPENDED,32,32,10
AGT0000132,2024-01-09 08:20:54,T3,VND0000007,ACTIVE,33,33,9
AGT0000196,2024-02-20 08:18:30,DIGITAL,VND0000002,ACTIVE,24,24,10
AGT0000198,2024-02-16 23:16:43,T3,VND0000004,INACTIVE,28,28,9
AGT0000247,2024-03-05 03:08:30,T1,VND0000008,INACTIVE,28,28,10
AGT0000478,2024-01-03 08:40:03,T3,VND0000012,ACTIVE,26,26,9
AGT0000069,2024-01-01 04:03:06,DIGITAL,VND0000012,INACTIVE,31,31,10
AGT0000465,2024-01-06 10:08:03,DIGITAL,VND0000004,INACTIVE,24,24,8
AGT0000842,2024-02-02 12:45:12,FIELD,VND0000009,SUSPENDED,30,29,10
AGT0000429,2024-01-23 21:19:19,T3,VND0000004,ACTIVE,24,24,10
AGT0000734,2024-01-03 03:02:09,T1,VND0000003,ACTIVE,34,32,10
AGT0000024,2024-01-14 12:16:25,FIELD,VND0000008,INACTIVE,25,25,9
AGT0000394,2024-01-02 13:14:46,T2,VND0000011,SUSPENDED,31,31,8
AGT0000476,2024-01-13 02:27:40,T3,VND0000012,SUSPENDED,32,31,10
AGT0000166,2024-02-03 20:17:53,T3,VND0000001,INACTIVE,35,34,10
AGT0000209,2024-02-17 06:24:15,T2,VND0000010,ACTIVE,27,27,8
AGT0000944,2024-03-15 15:23:57,T2,VND0000012,INACTIVE,35,35,10
AGT0000128,2024-01-02 07:57:36,T3,VND0000011,INACTIVE,24,24,8
AGT0000431,2024-02-13 14:10:34,T3,VND0000009,ACTIVE,35,35,10
AGT0000909,2024-02-22 07:51:21,FIELD,VND0000012,SUSPENDED,24,23,9
AGT0000600,2024-01-08 15:06:31,T2,VND0000006,INACTIVE,19,19,9
AGT0000513,2024-01-02 05:17:05,T3,VND0000014,ACTIVE,34,34,10
AGT0000591,2024-01-02 15:59:34,T2,VND0000002,INACTIVE,33,33,10
AGT0000300,2024-01-11 19:33:14,DIGITAL,VND0000009,INACTIVE,25,25,9
AGT0000320,2024-01-22 01:58:15,T3,VND0000004,INACTIVE,25,25,9
AGT0000326,2024-03-19 20:23:53,T2,VND0000011,SUSPENDED,32,32,10
AGT0000834,2024-01-16 04:58:18,T3,VND0000002,INACTIVE,33,33,10
AGT0000007,2024-01-01 04:04:43,T2,VND0000005,SUSPENDED,30,29,10
AGT0000638,2024-01-29 10:32:42,T1,VND0000002,ACTIVE,32,32,10
AGT0000460,2024-01-30 04:06:50,DIGITAL,VND0000015,INACTIVE,31,30,10
AGT0000079,2024-02-27 08:27:58,DIGITAL,VND0000014,ACTIVE,33,33,10
AGT0000306,2024-01-10 08:31:26,DIGITAL,VND0000015,INACTIVE,33,32,10
AGT0000687,2024-01-13 17:13:19,FIELD,VND0000006,ACTIVE,26,26,9
AGT0000625,2024-01-04 23:10:14,T3,VND0000004,SUSPENDED,26,25,9
AGT0000622,2024-01-22 05:40:51,T2,VND0000011,INACTIVE,25,24,8
AGT0000082,2024-01-15 02:35:15,DIGITAL,VND0000003,ACTIVE,23,23,9
AGT0000187,2024-02-29 10:42:56,T1,VND0000010,SUSPENDED,22,22,8
AGT0000642,2024-02-18 06:12:47,DIGITAL,VND0000014,SUSPENDED,23,23,8
AGT0000706,2024-02-02 20:42:09,DIGITAL,VND0000004,ACTIVE,31,31,9
AGT0000230,2024-01-06 07:06:48,DIGITAL,VND0000010,INACTIVE,32,32,9
AGT0000884,2024-01-01 04:56:59,FIELD,VND0000004,INACTIVE,30,30,10
AGT0000449,2024-01-09 23:13:45,T1,VND0000015,INACTIVE,31,30,10
AGT0000121,2024-02-05 04:12:27,T2,VND0000001,SUSPENDED,18,18,9
AGT0000251,2024-03-02 10:44:06,FIELD,VND0000011,INACTIVE,26,26,10
AGT0000629,2024-01-19 23:09:28,T1,VND0000011,SUSPENDED,28,27,10
AGT0000550,2024-03-11 20:50:53,DIGITAL,VND0000008,INACTIVE,27,27,10
AGT0000379,2024-04-13 17:14:53,T3,VND0000007,ACTIVE,22,22,10
AGT0000456,2024-01-01 14:08:10,T1,VND0000001,ACTIVE,40,40,10
AGT0000388,2024-05-11 23:46:05,T1,VND0000012,ACTIVE,22,22,9
AGT0000301,2024-01-04 19:51:42,T3,VND0000003,SUSPENDED,23,23,10
AGT0000047,2024-02-06 11:05:42,T1,VND0000015,ACTIVE,24,24,9
AGT0000387,2024-01-07 05:31:12,T3,VND0000007,INACTIVE,31,30,10
AGT0000311,2024-01-15 15:58:43,FIELD,VND0000008,SUSPENDED,24,23,10
AGT0000864,2024-01-17 07:04:50,FIELD,VND0000011,INACTIVE,24,23,9
AGT0000008,2024-01-03 00:25:31,T2,VND0000002,SUSPENDED,29,29,10
AGT0000270,2024-03-01 00:17:59,FIELD,VND0000007,INACTIVE,31,31,9
AGT0000010,2024-03-03 13:47:51,T2,VND0000004,ACTIVE,26,26,10
AGT0000755,2024-02-24 12:45:21,T2,VND0000008,ACTIVE,27,27,9
AGT0000436,2024-01-27 00:30:07,T3,VND0000001,ACTIVE,18,18,8
AGT0000877,2024-01-29 00:45:01,FIELD,VND0000007,INACTIVE,25,25,8
AGT0000875,2024-01-20 15:40:13,DIGITAL,VND0000008,INACTIVE,48,47,10
AGT0000234,2024-02-16 21:16:01,DIGITAL,VND0000004,INACTIVE,22,22,9
AGT0000493,2024-02-02 11:05:09,T1,VND0000002,INACTIVE,21,20,9
